0.319048	3.36778e-18	0.878589	-1.5708	-4.87609e-20	-1.57	
0.320234	-0.0348632	0.876744	-1.57091	-5.73525e-05	-1.57196	
0.320149	-0.0692084	0.8764	-1.57257	0.000177732	-1.57092	
0.320254	-0.10472	0.876439	-1.57161	1.5382e-05	-1.5716	
0.320153	-0.139467	0.876412	-1.57221	7.38882e-05	-1.57113	
0.320164	-0.1747	0.876444	-1.57179	-1.56397e-05	-1.5714	
0.320102	-0.209592	0.876441	-1.57206	-2.21957e-05	-1.57121	
0.320078	-0.244676	0.876461	-1.57193	-8.09046e-05	-1.57131	
0.320032	-0.279613	0.876466	-1.57206	-0.00010425	-1.57124	
0.320001	-0.314613	0.876477	-1.57205	-0.000138693	-1.57129	
0.317095	-0.314206	0.875688	-1.57177	-0.0897647	-1.56983	
0.316482	-0.31033	0.872446	-1.57067	-0.190429	-1.56979	
0.316501	-0.306644	0.868157	-1.57065	-0.290553	-1.56959	
0.316511	-0.303547	0.863677	-1.57052	-0.390509	-1.5697	
0.316519	-0.300806	0.858878	-1.57058	-0.490496	-1.56968	
0.316531	-0.298576	0.853852	-1.57058	-0.590472	-1.56974	
0.316544	-0.296842	0.848611	-1.57064	-0.690452	-1.56976	
0.316558	-0.295645	0.843227	-1.57067	-0.790428	-1.56979	
0.316573	-0.294988	0.837742	-1.57073	-0.890404	-1.5698	
0.316588	-0.294883	0.832218	-1.5708	-0.990378	-1.56981	
0.320151	-0.263833	0.843786	-1.56727	-0.999411	-1.5733	
0.320709	-0.228556	0.857885	-1.56595	-0.999177	-1.57457	
0.32068	-0.193487	0.872931	-1.56604	-0.999102	-1.57434	
0.320606	-0.158481	0.888037	-1.56612	-0.999008	-1.57424	
0.320488	-0.123501	0.903135	-1.56639	-0.99889	-1.57396	
0.320338	-0.0885431	0.918251	-1.56676	-0.998739	-1.5736	
0.320162	-0.0536167	0.933375	-1.56721	-0.998547	-1.57317	
0.319971	-0.0187278	0.948506	-1.56772	-0.9983	-1.57268	
0.319775	0.0161149	0.963643	-1.56824	-0.997984	-1.57218	
0.31958	0.0509003	0.978785	-1.56875	-0.997576	-1.57169	
0.319048	0.0545288	0.98158	-1.57077	-0.999954	-1.57002	
0.319048	0.0545396	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.319048	0.0545398	0.981585	-1.5708	-1	-1.57	
0.318098	0.0228453	0.972464	-1.56662	-1.08824	-1.57354	
0.318044	-0.0136756	0.965509	-1.56446	-1.18852	-1.57536	
0.318255	-0.0505135	0.960273	-1.56042	-1.28879	-1.57928	
0.318462	-0.0877019	0.955123	-1.55297	-1.38875	-1.58651	
0.318635	-0.125415	0.950261	-1.5257	-1.48862	-1.61358	
0.318756	-0.163617	0.945701	1.34539	-1.55255	1.79872	
0.3188	-0.202239	0.941528	1.53332	-1.45309	1.61094	
0.318765	-0.241228	0.937753	1.54934	-1.3533	1.59501	
0.318653	-0.280534	0.934402	1.55549	-1.2535	1.58893	
0.318476	-0.320109	0.931493	1.55884	-1.15369	1.58564	
