0	-0.65	0	1.8	0	0.42	0	
-0.016756	-0.651074	-0.0196993	1.80002	-0.00611999	0.420385	-0.000883221	
-0.0334346	-0.652247	-0.0393015	1.79987	-0.0122119	0.420749	-0.0017591	
-0.049938	-0.653546	-0.0586907	1.79951	-0.0182407	0.421058	-0.00262391	
-0.0662253	-0.654961	-0.0778195	1.79894	-0.0241908	0.42131	-0.00347579	
-0.0822593	-0.656483	-0.0966454	1.79818	-0.0300482	0.421508	-0.00431311	
-0.0980074	-0.658101	-0.115131	1.79724	-0.0358004	0.421652	-0.00513445	
-0.113441	-0.659806	-0.133242	1.79612	-0.0414366	0.421744	-0.0059386	
-0.128535	-0.661585	-0.150952	1.79485	-0.0469475	0.421787	-0.00672459	
-0.14327	-0.663428	-0.168239	1.79343	-0.0523257	0.421784	-0.00749162	
-0.145593	-0.66365	-0.170978	1.79322	-0.0531796	0.421783	-0.00761802	
-0.145739	-0.663661	-0.17115	1.79321	-0.0532331	0.421785	-0.00762593	
-0.145748	-0.663662	-0.171161	1.79321	-0.0532365	0.421785	-0.00762642	
-0.145748	-0.663662	-0.171161	1.79321	-0.0532367	0.421785	-0.00762645	
-0.145748	-0.663662	-0.171162	1.79321	-0.0532367	0.421785	-0.00762645	
-0.145748	-0.663662	-0.171162	1.79321	-0.0532367	0.421785	-0.00762645	
-0.145748	-0.663662	-0.171162	1.79321	-0.0532367	0.421785	-0.00762645	
-0.145748	-0.663662	-0.171162	1.79321	-0.0532367	0.421785	-0.00762645	
-0.145748	-0.663662	-0.171162	1.79321	-0.0532367	0.421785	-0.00762645	
-0.145748	-0.663662	-0.171162	1.79321	-0.0532367	0.421785	-0.00762645	
-0.132908	-0.666889	-0.155266	1.78863	-0.0485819	0.418523	-0.00709223	
-0.117676	-0.670864	-0.136298	1.78313	-0.0430822	0.414696	-0.00646171	
-0.102182	-0.675054	-0.116877	1.77735	-0.0375149	0.410775	-0.00582303	
-0.0865896	-0.679431	-0.0972004	1.77136	-0.0319407	0.406791	-0.00518342	
-0.0709522	-0.683983	-0.0773297	1.76516	-0.0263786	0.402761	-0.00454484	
-0.0553164	-0.688694	-0.0573212	1.75878	-0.0208453	0.3987	-0.00390889	
-0.0397291	-0.693549	-0.0372327	1.75226	-0.0153569	0.394627	-0.00327705	
-0.0242365	-0.69853	-0.0171226	1.74562	-0.00992892	0.390557	-0.00265071	
-0.00888302	-0.703616	0.00295158	1.73889	-0.00457572	0.386508	-0.00203113	
0.00628942	-0.708788	0.0229335	1.7321	0.000689501	0.382496	-0.00141943	
0.00843915	-0.709412	0.0257774	1.7312	0.00144221	0.381944	-0.00132241	
0.00853721	-0.709434	0.0259072	1.73116	0.00147681	0.381924	-0.0013177	
0.00854169	-0.709435	0.0259131	1.73116	0.0014784	0.381923	-0.00131748	
0.00854189	-0.709435	0.0259133	1.73116	0.00147848	0.381923	-0.00131747	
0.0085419	-0.709435	0.0259134	1.73116	0.00147848	0.381923	-0.00131747	
0.0085419	-0.709435	0.0259134	1.73116	0.00147848	0.381923	-0.00131747	
0.0085419	-0.709435	0.0259134	1.73116	0.00147848	0.381923	-0.00131747	
0.0085419	-0.709435	0.0259134	1.73116	0.00147848	0.381923	-0.00131747	
0.0085419	-0.709435	0.0259134	1.73116	0.00147848	0.381923	-0.00131747	
0.0085419	-0.709435	0.0259134	1.73116	0.00147848	0.381923	-0.00131747	
-0.00431825	-0.710081	0.00893164	1.73141	-0.00317628	0.382312	-0.00204333	
-0.0191539	-0.710964	-0.010647	1.73164	-0.00854329	0.382802	-0.00287195	
-0.033994	-0.711943	-0.0302245	1.73176	-0.0139118	0.383299	-0.00369603	
-0.0487024	-0.713009	-0.0496218	1.73178	-0.019233	0.383792	-0.00450861	
-0.0632412	-0.714156	-0.0687889	1.73169	-0.0244933	0.384279	-0.00530793	
-0.0775801	-0.715378	-0.0876863	1.73149	-0.0296817	0.384756	-0.0060927	
-0.0916922	-0.716667	-0.106279	1.7312	-0.0347886	0.385224	-0.00686181	
-0.105553	-0.718017	-0.124535	1.73081	-0.0398053	0.385679	-0.00761434	
-0.119143	-0.71942	-0.142428	1.73032	-0.0447245	0.386121	-0.00834956	
-0.132443	-0.72087	-0.159936	1.72976	-0.0495398	0.386549	-0.00906688	
