0	-0.65	0	1.8	0	0.42	0	
0.00753399	-0.650005	-0.0100276	1.80001	0.00109594	0.419991	-0.0070715	
0.0150688	-0.650033	-0.0200559	1.79996	0.00219174	0.420017	-0.0141433	
0.0226039	-0.650083	-0.030084	1.79986	0.00328688	0.420079	-0.0212143	
0.0301387	-0.650156	-0.0401107	1.7997	0.00438079	0.420178	-0.0282837	
0.0376728	-0.650251	-0.0501352	1.79949	0.00547294	0.420312	-0.0353504	
0.0452056	-0.650369	-0.0601565	1.79922	0.00656279	0.420483	-0.0424135	
0.0527365	-0.65051	-0.0701737	1.79889	0.00764979	0.420689	-0.049472	
0.060265	-0.650673	-0.0801857	1.79851	0.0087334	0.420931	-0.0565249	
0.0677907	-0.650858	-0.0901916	1.79807	0.00981309	0.42121	-0.0635713	
0.0753129	-0.651066	-0.10019	1.79758	0.0108883	0.421524	-0.0706103	
0.0828313	-0.651297	-0.110181	1.79702	0.0119586	0.421874	-0.0776407	
0.0903451	-0.651549	-0.120163	1.79642	0.0130233	0.42226	-0.0846619	
0.0978541	-0.651824	-0.130135	1.79576	0.014082	0.422682	-0.0916726	
0.105358	-0.652121	-0.140097	1.79504	0.0151342	0.42314	-0.0986722	
0.112855	-0.65244	-0.150046	1.79426	0.0161793	0.423634	-0.10566	
0.120346	-0.65278	-0.159983	1.79343	0.0172169	0.424163	-0.112634	
0.127831	-0.653143	-0.169906	1.79255	0.0182464	0.424728	-0.119594	
0.135308	-0.653528	-0.179815	1.79161	0.0192674	0.425329	-0.126539	
0.142777	-0.653934	-0.189708	1.79061	0.0202793	0.425966	-0.133469	
0.150238	-0.654361	-0.199586	1.78955	0.0212817	0.426638	-0.140382	
0.15769	-0.65481	-0.209446	1.78844	0.0222741	0.427345	-0.147277	
0.165133	-0.65528	-0.219288	1.78728	0.0232562	0.428088	-0.154154	
0.172566	-0.655772	-0.229111	1.78606	0.0242273	0.428867	-0.161012	
0.17999	-0.656284	-0.238915	1.78478	0.0251871	0.429681	-0.167849	
0.187403	-0.656817	-0.248699	1.78345	0.0261351	0.43053	-0.174666	
0.194806	-0.65737	-0.258461	1.78206	0.027071	0.431414	-0.181461	
0.202197	-0.657944	-0.268201	1.78062	0.0279942	0.432334	-0.188234	
0.209577	-0.658539	-0.277918	1.77912	0.0289044	0.433288	-0.194983	
0.216945	-0.659153	-0.287612	1.77756	0.0298013	0.434277	-0.201709	
0.224302	-0.659788	-0.297282	1.77595	0.0306843	0.435301	-0.208409	
0.231645	-0.660442	-0.306926	1.77428	0.0315532	0.43636	-0.215084	
0.238976	-0.661115	-0.316545	1.77256	0.0324075	0.437454	-0.221733	
0.246294	-0.661809	-0.326138	1.77078	0.033247	0.438582	-0.228356	
0.253599	-0.662521	-0.335703	1.76895	0.0340712	0.439745	-0.23495	
0.26089	-0.663252	-0.345241	1.76706	0.0348799	0.440942	-0.241517	
0.268168	-0.664002	-0.35475	1.76511	0.0356727	0.442173	-0.248054	
0.275431	-0.66477	-0.36423	1.76312	0.0364493	0.443438	-0.254562	
0.282681	-0.665557	-0.373681	1.76106	0.0372094	0.444737	-0.26104	
0.289916	-0.666362	-0.383102	1.75895	0.0379528	0.446071	-0.267488	
0.297136	-0.667185	-0.392491	1.75678	0.038679	0.447438	-0.273904	
0.304342	-0.668026	-0.40185	1.75456	0.039388	0.448839	-0.280288	
0.311532	-0.668884	-0.411176	1.75229	0.0400794	0.450273	-0.28664	
