0	0	263	115	0	81	62	51	76	60	48	57	46	33	38	28	33	27	34	26	24	29	31	39	19	0	19	20	17	18	16	25	19	0	16	14	16	17	19	21	13	19	14	14	20	15	20	0	16	0	12	10	12	15	15	15	12	10	11	17	10	
0	0	0	153	102	116	101	74	29	55	46	35	38	42	26	23	21	22	21	37	23	22	27	25	25	21	25	25	15	19	16	18	17	19	15	18	17	16	21	16	20	15	24	15	21	15	13	19	15	15	13	10	16	18	13	18	17	0	13	12	14	
0	0	210	101	93	110	78	70	63	47	46	39	43	34	38	37	24	33	21	31	29	16	24	22	23	25	21	20	16	16	18	16	23	26	16	19	19	18	17	16	21	14	14	14	22	19	15	17	15	15	17	16	13	15	12	15	18	15	13	13	10	
0	0	243	133	112	95	76	64	60	51	62	33	38	33	33	30	34	30	34	20	23	27	33	30	25	30	27	30	23	24	17	13	18	24	18	19	15	16	14	19	14	21	16	16	20	11	12	15	14	0	0	14	11	15	0	14	9	15	15	13	0	
0	0	0	150	82	119	80	57	50	56	44	59	39	41	38	42	29	32	32	27	21	28	21	20	18	24	22	26	25	18	21	22	24	17	16	20	12	16	18	17	22	15	13	14	16	12	14	16	11	0	12	0	18	20	13	11	0	17	11	14	19	
0	0	0	149	86	102	90	68	60	46	50	56	42	46	33	40	33	30	27	24	28	26	19	23	24	23	19	20	13	16	21	19	20	18	18	15	19	21	21	22	17	13	16	18	17	13	17	0	15	16	0	14	11	13	14	12	13	15	18	10	14	
0	0	195	137	127	83	0	55	58	38	37	65	39	43	28	29	35	39	30	26	26	26	24	24	28	16	27	15	27	27	18	17	13	21	25	17	16	14	16	17	18	16	18	16	24	18	13	13	11	0	17	14	16	11	10	16	11	0	13	11	16	
0	0	0	155	125	109	74	70	57	93	58	47	43	32	36	30	35	33	37	25	27	23	31	21	24	19	22	17	24	17	19	21	19	15	22	21	16	0	20	15	15	16	16	17	15	17	16	13	11	15	20	16	8	14	12	17	14	16	0	20	0	
0	370	234	129	71	89	69	78	64	69	53	38	33	38	35	33	33	28	23	29	20	22	29	28	19	25	26	22	23	25	24	20	18	23	16	16	0	17	13	19	21	18	19	12	14	16	14	14	12	11	18	11	15	16	15	16	11	15	0	13	8	
0	0	143	179	67	77	69	92	60	66	32	40	48	38	35	27	24	32	34	33	27	19	23	27	17	18	27	23	28	26	19	23	19	0	19	16	21	16	18	18	21	16	12	14	18	20	17	12	14	14	14	15	0	12	15	15	14	16	16	10	13	
0	0	260	167	114	99	80	69	53	48	62	62	35	40	37	33	26	31	25	21	29	36	13	22	25	20	25	18	20	16	23	19	17	14	18	17	12	18	15	14	14	13	15	15	19	16	15	15	16	0	15	15	15	13	15	15	11	13	15	16	12	
0	0	281	116	130	100	84	87	49	55	42	33	57	36	29	36	33	34	34	26	26	24	19	27	26	20	25	21	22	18	14	18	13	20	18	17	10	20	14	13	23	14	15	18	15	16	12	19	14	15	14	14	15	11	0	11	0	15	13	17	12	
0	0	215	145	94	0	59	49	54	44	56	63	49	41	30	42	35	24	38	22	24	34	22	18	15	18	15	24	21	27	17	22	14	17	22	14	17	21	16	13	16	15	16	0	15	12	14	18	14	17	13	17	16	0	13	10	15	8	10	12	12	
0	0	0	0	111	102	83	74	42	64	44	33	32	35	35	38	32	30	32	19	21	19	25	25	18	21	14	19	18	20	21	20	17	22	16	20	17	20	17	14	14	19	19	12	0	14	16	15	22	17	13	17	15	19	12	16	13	17	15	17	13	
0	0	243	128	156	131	91	90	75	46	50	63	51	36	35	43	34	31	22	32	21	24	28	24	19	18	15	17	25	17	25	18	16	12	19	19	15	16	13	22	17	18	19	16	11	9	0	15	12	16	15	16	17	17	14	11	18	13	11	16	13	
0	0	0	84	139	123	74	86	59	36	52	56	36	36	36	35	22	34	34	35	24	19	25	24	31	21	18	22	0	21	18	18	21	22	17	14	22	16	26	17	24	13	13	16	12	16	13	0	20	12	13	14	15	13	13	0	15	10	18	0	0	
0	0	0	110	137	82	63	59	62	58	63	56	45	28	33	45	40	29	24	22	28	21	23	20	23	23	21	15	17	21	19	20	24	16	21	17	0	20	14	19	15	12	19	12	16	16	14	16	13	13	13	14	12	14	12	16	14	11	17	9	12	
0	0	323	115	91	74	58	36	50	51	57	37	42	31	41	29	41	28	21	31	25	26	25	29	21	0	16	22	14	27	22	18	15	20	14	15	14	15	21	21	14	19	17	22	15	17	15	15	15	13	15	17	14	13	14	10	15	19	13	14	11	
0	0	0	165	96	81	61	51	56	59	57	59	35	29	37	30	35	21	35	28	29	25	24	22	26	26	17	19	21	20	20	23	20	21	14	13	15	17	14	16	0	15	18	20	12	0	13	14	13	18	12	12	22	16	15	14	0	12	15	12	12	
0	0	0	200	102	109	78	101	66	61	54	44	33	46	34	29	19	40	38	22	28	34	22	15	18	26	20	23	17	22	17	18	17	16	18	19	17	13	19	16	15	13	13	18	0	12	15	13	20	17	14	12	0	8	16	15	14	10	11	13	12	
0	0	0	141	143	80	56	88	83	51	51	35	55	32	35	34	33	33	23	29	24	19	29	22	24	23	18	21	20	22	13	18	17	14	18	15	24	14	19	19	22	16	16	18	15	18	16	17	15	10	13	14	13	9	12	17	13	15	13	12	12	
0	0	191	116	109	87	80	92	60	43	65	33	45	24	31	32	30	26	25	30	19	23	21	22	22	19	20	21	24	19	25	16	22	14	20	16	14	17	16	19	15	13	15	0	13	14	14	10	15	17	13	12	12	20	14	13	11	13	15	14	20	
0	0	175	169	128	110	63	68	48	43	41	47	42	53	35	31	38	30	27	31	30	26	0	25	28	24	23	14	17	15	23	24	17	14	15	23	16	21	16	19	15	12	14	12	0	13	12	12	17	15	13	0	18	14	14	14	10	18	0	11	0	
0	0	177	161	125	73	61	69	58	51	70	43	34	34	36	29	34	30	35	28	29	28	22	19	20	22	24	18	19	12	20	19	21	14	20	15	18	17	11	16	14	18	20	11	17	13	13	13	14	14	0	0	17	16	18	14	16	16	12	12	16	
0	0	287	99	159	78	83	58	63	56	56	40	46	32	41	46	35	30	33	39	24	25	18	19	18	22	18	28	20	17	22	18	19	21	23	15	21	0	16	11	18	14	14	15	10	0	19	20	16	15	13	11	0	12	13	13	0	16	15	11	13	
0	0	183	176	87	71	93	52	54	43	40	39	47	27	24	27	32	22	24	26	23	27	35	28	18	26	25	18	23	19	19	14	24	19	15	16	13	15	17	16	13	17	21	16	17	20	16	11	14	13	14	18	14	11	15	12	15	15	17	11	16	
0	0	248	167	116	102	84	73	69	49	42	44	39	28	36	28	37	25	28	23	22	26	19	24	22	21	17	26	21	13	24	19	23	18	19	19	14	22	16	13	17	0	14	13	14	17	8	13	16	11	14	9	18	20	15	15	13	15	8	0	15	
0	0	208	136	72	86	59	78	37	52	50	51	33	26	31	48	35	30	41	26	22	22	18	18	32	21	28	17	23	18	17	12	21	18	16	15	17	17	14	17	17	14	16	18	12	12	21	15	19	18	13	9	21	17	16	15	16	15	19	19	13	
0	0	237	164	148	90	67	55	81	49	31	54	33	29	38	34	32	28	29	22	34	25	21	27	28	20	22	22	15	24	21	20	15	22	18	19	17	17	19	15	18	18	16	18	15	14	14	18	0	14	14	15	13	16	0	14	15	14	16	20	15	
