10.001	10.002	10.011	3.135	2.869	2.415	1.484	1.889	3.476	4.067	1.274	0.218	4.608	1.72	3.091	1.786	1.545	6.926	0.245	5.313	3.058	1.757	3.684	2.602	1.094	0.724	6.636	2.433	1.424	0.583	0.303	1.468	0.765	1.002	0.282	2.204	2.477	1.532	1.254	1.882	6.355	5.85	1.661	0.818	2.469	5.663	0.616	1.881	5.885	0.205	9.463	0.619	0.888	0.989	2.029	6.426	0.678	1.896	1.007	5.112	1.926	
10.001	10.003	4.494	3.194	0.893	4.164	1.514	2.889	2.381	0.591	4.308	0.725	0.467	2.845	1.743	5.995	1.648	0.581	0.119	0.383	0.773	0.285	1.492	1.105	0.196	0.823	0.85	1.983	2.003	5.224	2.613	0.175	1.478	2.645	4.716	1.5	0.618	5.082	1.668	7.776	4.862	3.473	1.092	10.002	0.174	0.428	1.646	1.678	1.226	3.913	5.225	2.237	0.304	6.071	1.959	2.207	0.833	6.905	9.677	3.759	9.412	
10.001	10.002	8.555	3.711	2.159	5.049	4.338	1.292	2.472	1.586	0.408	0.634	3.412	0.81	0.568	3.055	3.112	2.89	0.824	2.043	0.735	0.377	10.002	1.73	1.96	3.017	7.754	3.83	0.324	1.229	2.712	4.317	0.664	4.327	0.585	1.126	2.95	3.36	6.238	1.558	6.66	0.248	0.49	2.376	10.002	2.826	4.081	0.189	1.078	2.726	0.349	10.001	8.173	7.205	1.418	1.461	1.436	3.397	10.002	0.522	10.002	
10.001	10.004	5.069	4.097	7.263	2.981	0.853	1.564	1.693	2.198	1.976	3.056	1.055	4.496	0.68	4.216	1.375	3.57	2.829	1.252	5.537	1.115	2.493	0.917	1.566	1.284	2.837	1.951	1.713	0.076	0.541	2.999	3.058	2.671	1.987	1.98	2.841	1.377	2.49	0.258	3.356	2.578	3.909	1.585	4.184	0.211	4.247	0.729	0.791	1.834	10.002	10.002	2.776	1.808	2.308	2.99	4.567	1.26	2.432	2.772	3.866	
10.001	10.001	6.416	0.874	2.478	2.603	4.414	2.372	3.312	3.283	6.627	1.483	1.565	1.338	0.463	4.597	3.131	3.202	3.226	5.387	0.246	0.891	0.885	0.452	0.558	1.707	0.906	3.44	0.34	0.627	1.583	2.448	1.665	1.032	2.154	1.126	2.268	10.001	4.915	0.861	3.091	1.617	1.578	1.405	0.268	10.002	3.334	4.487	1.401	4.247	2.94	0.185	10.002	1.217	0.55	1.597	10.002	4.108	1.793	1.835	1.034	
10.002	10.002	9.658	5.247	1.731	0.597	5.993	1.913	1.532	0.702	4.816	4.762	3.221	0.385	6.428	0.927	2.275	1.28	0.669	1.422	1.471	9.3	1.869	7.539	0.467	1.36	3.798	1.812	1.689	1.705	1.674	3.387	3.677	4.052	2.119	0.498	0.446	1.354	1.267	1.028	1.446	3.12	0.98	2.681	5.711	3.038	3.127	2.199	2.39	2.018	4.091	4.909	4.289	2.387	3.481	1.559	7.979	2.821	1.589	3.492	5.044	
10.002	10.002	5.9	4.272	3.136	1.684	1.999	2.021	3.401	2.697	2.955	0.454	0.464	0.914	0.573	0.642	2.333	5.564	0.983	0.173	1.206	3.897	0.466	1.384	1.209	3.642	0.171	2.474	0.294	0.256	3.738	1.166	2.784	2.09	1.585	1.371	2.408	3.209	1.018	1.374	0.841	10.001	0.232	2.451	0.676	2.013	0.436	0.677	1.73	1.437	1.839	1.316	3.81	5.601	6.221	0.414	0.654	5.81	0.088	10.001	9.815	
10.001	10.001	4.142	4.481	4.132	2.112	1.255	0.887	1.717	3.078	0.587	1.7	0.308	1.239	2.757	1.078	0.619	1.002	5.215	1.519	3.336	8.054	0.634	1.985	3.797	0.584	4.36	2.27	0.432	0.166	3.793	0.855	1.303	2.553	0.718	2.056	4.05	0.691	0.145	0.772	0.386	1.053	0.917	3.526	1.783	0.297	3.075	1.39	5.172	2.909	0.614	0.307	8.009	5.238	4.611	3.13	1.279	1.85	8.012	8.996	2.371	
10.003	10.002	4.291	3.503	4.654	2.293	2.624	3.852	3.873	1.871	0.694	1.815	0.679	0.389	1.618	2.473	3.481	1.447	1.433	0.252	5.487	2.047	0.635	0.351	5.779	5.123	3.338	4.56	0.501	3.31	3.059	9.649	6.489	4.226	3.772	2.371	3.51	0.399	1.018	0.398	3.128	4.112	3.314	3.314	0.994	3.044	5.057	8.072	10.007	2.418	6.05	7.072	2.72	6.138	10.001	1.637	2.544	2.465	2.969	4.226	4.456	
10.001	10.002	10.006	5.317	7.113	4.248	1.815	0.76	1.095	1.258	2.152	1.998	3.234	5.495	0.491	1.285	0.246	0.407	0.879	2.151	3.464	0.191	2.21	0.706	0.839	0.611	5.329	1.171	4.539	0.726	2.421	5.205	6.103	1.894	0.339	1.206	2.526	2.92	1.912	2.667	0.513	1.461	1.49	1.526	3.07	7.923	10.001	4.968	8.415	2.639	1.253	2.296	5.832	3.929	3.577	4.555	10.001	4.749	1.404	7.291	5.976	
10.002	10.002	7.932	6.75	1.393	0.505	3.19	1.732	1.648	3.642	4.694	1.154	0.241	4.349	2.654	1.715	2.01	0.897	1.432	3.383	1.347	0.632	0.853	6.668	2.75	0.544	1.141	0.593	0.194	10.001	0.393	0.133	0.256	0.15	0.661	2.799	3.097	5.225	0.928	5.935	0.665	5.717	1.066	2.05	4.81	0.322	0.481	2.144	8.44	3.097	0.392	1.748	3.544	3.637	2.548	0.998	5.491	0.817	1.392	5.676	3.856	
10.001	10.005	9.857	2.783	5.333	4.214	4.176	8.07	5.201	1.993	1.945	0.801	1.106	0.178	0.593	1.428	3.058	0.981	1.079	0.891	3.994	6.693	1.606	0.343	0.769	1.073	1.454	4.45	2.11	1.682	0.926	0.34	0.381	1.27	0.034	0.585	5.767	0.477	1.543	1.025	6.615	0.381	4.541	0.587	1.26	6.474	3.692	1.643	4.164	5.106	1.024	1.752	2.83	2.762	3.011	2.285	2.31	2.044	0.339	4.572	3.24	
10.001	6.934	4.448	4.903	1.306	1.888	0.598	8.526	2.381	1.136	4.321	0.578	2.22	2.409	0.444	1.863	0.552	3.016	1.009	2.047	1.042	1.571	6.33	0.106	0.497	3.145	0.871	1.551	1.121	0.317	0.476	0.522	1.666	2.135	4.874	0.832	0.823	0.458	9.868	1.627	0.164	4.186	5.522	1.039	1.266	4.676	2.134	6.326	4.407	4.916	1.564	2.606	8.222	1.928	0.232	2.472	2.232	2.99	5.212	3.746	5.946	
10.002	10.003	1.187	2.796	2.752	0.924	2.547	0.995	1.865	4.434	3.171	1.806	3.44	0.765	1.166	1.376	3.806	7.499	3.719	2.263	0.205	0.514	1.036	2.571	0.501	0.504	1.039	7.271	0.679	1.925	4.094	0.381	3.818	0.165	2.298	0.821	0.786	6.424	1.415	2.146	3.819	1.684	4.574	0.078	2.113	0.898	2.887	6.966	9.387	7.341	1.064	2.924	7.191	2.931	2.4	0.852	3	1.924	5.601	7.821	1.443	
10.003	10.002	3.151	2.27	2.524	4.463	1.889	0.336	5.586	7.487	0.398	6.225	0.63	2.689	0.088	3.355	0.732	1.418	0.136	2.166	5.985	0.976	1.541	4.283	1.554	0.597	1.303	0.763	0.84	0.751	0.334	0.866	1.14	1.245	0.785	0.487	1.177	2.414	2.941	10.001	1.739	1.461	1.41	2.311	1.092	1.068	2.387	9.706	0.768	5.228	6.018	6.123	5.632	4.896	1.293	10.002	6.723	0.379	0.617	1.683	4.474	
10.001	10.001	10.002	4.492	2.726	1.518	0.578	1.824	1.497	2.691	1.804	5.27	0.734	3.24	0.995	0.706	0.472	1.041	4.626	10.002	0.346	2.371	0.69	0.648	0.298	6.684	1.853	4.871	1.428	1.371	6.187	3.478	0.098	2.92	2.4	5.003	2.909	0.737	1.766	0.252	10.001	0.202	1.024	1.732	3.157	0.657	1.481	0.959	0.124	4.017	1.794	2.647	7.38	4.386	3.616	10.001	3.021	1.322	2.189	2.076	1.926	
10.002	10.003	6.549	2.979	8.98	3.053	1.808	5.683	1.988	1.525	1.927	4.867	1.799	3.604	0.937	9.057	0.787	0.057	2.085	0.833	0.319	3.806	0.828	0.396	1.529	2.55	0.701	2.247	2.425	3.275	2.953	4.179	0.749	5.583	8.477	2.27	1.564	1.617	0.823	0.094	6.01	0.46	1.874	10.002	2.25	1.299	0.329	8.856	4.747	4.975	0.68	1.534	0.214	2.615	1.778	0.651	0.967	1.626	5.999	1.275	1.257	
10.002	10.003	2.761	3.649	2.162	0.549	1.338	2.862	2.638	1.132	1.518	1.382	2.068	2.539	0.607	0.887	3.286	1.059	0.376	2.453	0.637	3.684	0.293	2.494	1.566	3.641	0.335	0.85	0.121	0.313	0.4	4.295	0.283	0.883	2.953	1.945	4.939	1.146	1.676	0.635	0.44	0.252	2.556	2.367	0.848	0.379	0.503	3.945	1.121	2.114	2.469	1.125	1.814	4.351	0.79	2.355	5.768	10.001	7.679	2.14	1.663	
10.001	10.002	7.723	2.209	0.763	5.354	1.908	3.252	2.248	5.013	0.49	0.079	6.167	3.819	0.954	1.553	1.122	0.937	0.555	1.073	1.985	0.769	1.589	1.641	0.189	1.555	1.457	5.042	3.495	1.186	2.94	0.837	1.173	2.843	2.101	4.496	4.108	2.736	2.415	1.504	1.944	0.785	4	0.724	3.396	7.459	1.983	1.678	1.767	0.513	5.499	2.819	3.824	0.702	7.173	0.494	2.423	2.077	0.645	5.884	1.919	
10.001	10.002	10.002	5.992	2.323	2.22	1.817	10.002	0.975	7.361	3.622	0.801	4.991	2.631	0.217	1.39	1.747	0.606	2.17	10.001	2.223	2.919	2.966	6.915	0.845	1.856	2.029	1.921	0.15	1.554	0.885	1.732	5.912	1.665	2.091	1.6	0.166	0.558	3.144	2.855	1.152	2.024	6.397	3.944	1.543	1.729	4.973	2.132	2.253	1.579	4.824	10.002	1.023	0.706	8.699	4.432	2.802	3.733	4.821	3.554	3.782	
10.001	10.002	10.002	3.056	2.491	2.638	2.848	3.015	1.557	0.629	2.657	2.877	2.499	3.746	2.273	2.51	0.652	0.146	7.638	2.338	2.279	0.999	1.335	2.088	1.308	0.94	2.088	0.23	1.483	1.284	1.311	2.42	4.027	2.311	1.414	1.176	2.278	0.684	8.101	2.324	2.035	2.047	2.977	0.374	2.638	3.865	7.265	4.219	0.722	1.224	3.068	4.774	3.469	0.456	0.328	1.957	5.27	5.076	5.074	5.101	3.235	
10.002	10.002	1.802	3.891	1.387	1.747	1.501	1.119	1.574	1.699	2.582	3.656	2.819	3.941	0.399	0.125	0.91	2.043	9.23	0.252	2.859	1.604	2.66	1.866	1.018	4.125	1.542	1.382	0.215	1.721	0.181	1.936	1.98	1.938	0.763	1.186	2.157	1.35	2.233	1.629	5.427	4.513	4.184	10.003	6.556	5.342	1.623	4.341	3.803	2.84	3.152	0.588	5.422	3.792	0.924	0.608	2.131	0.653	5.57	6.404	1.671	
10.002	10.002	4.554	2.046	10.002	0.77	2.343	2.436	0.202	0.541	1.975	2.39	1.774	7.917	2.878	0.223	2.543	3.916	0.464	0.358	0.307	4.741	0.648	2.348	9.482	2.151	4.091	0.259	2.365	9.2	3.399	2.118	1.975	1.018	2.366	2.026	2.117	2.706	6.113	10.002	2.507	0.751	6.376	1.653	1.191	7.848	6.526	0.878	2.749	3.918	1.485	4.563	2.894	8.23	0.884	1.007	3.262	3.56	3.961	9.243	0.846	
10.001	10.002	7.706	1.63	4.301	0.924	3.065	2.085	0.55	1.164	0.996	2.922	0.646	0.627	3.087	0.384	0.896	1.622	1.303	7.193	2.086	1.509	1.674	0.367	0.947	2.685	0.251	1.004	0.322	0.906	1.191	1.315	2.13	7.881	1.442	2.55	0.665	2.996	4.321	4.23	3.483	6.573	1.124	2.14	3.836	5.741	0.817	0.778	3.501	0.718	1.586	2.227	2.194	1.629	10.001	1.647	2.309	5.22	2.747	3.591	1.207	
10.001	10.002	3.74	2.294	7.223	1.034	1.207	2.197	1.78	0.35	10.001	1.129	0.932	0.89	1.863	0.615	0.917	2.21	2.642	1.249	0.305	1.766	2.806	0.483	3.478	1.393	1.564	4.397	1.499	0.734	1.07	4.594	10.002	1.402	1.747	2.811	1.271	0.874	9.104	5.756	1.802	5.923	1.267	0.151	0.35	3.076	1.054	0.076	2.23	0.547	2.405	0.779	1.363	4.107	4.455	4.495	10.001	1.038	4.64	1.075	2.9	
10.002	10.002	10.002	2.435	5.034	2.934	2.915	3.907	0.475	1.991	0.265	2.567	0.571	3.754	3.232	2.636	0.515	0.635	3.78	0.295	0.973	1.839	3.138	3.784	3.972	1.452	4.715	0.479	2.625	0.346	0.457	0.887	4.173	1.243	1.818	5.48	1.057	3.058	2.32	6.288	3.125	2.436	1.709	1.309	0.845	0.455	0.785	5.477	1.607	3.149	1.487	4.28	4.755	3.178	4.296	1.794	1.195	1.217	1.003	6.902	1.513	
10.001	10.002	4.271	2.515	2.284	1.821	3.798	1.929	1.75	0.807	4.025	0.292	1.349	5.317	0.353	0.652	0.397	1.883	2.521	0.187	0.607	0.161	0.3	0.626	0.156	1.517	0.721	4.085	0.509	1.103	3.636	0.616	5.54	3.64	7.025	0.726	0.633	0.368	3.438	1.761	4.564	1.488	0.35	5.612	8.469	3.834	0.601	0.757	0.617	1.783	0.816	1.378	3.53	1.875	1.022	10.001	0.672	10.002	5.39	0.465	2.212	
10.001	9.987	5.956	3.757	4.567	1.073	1.44	0.793	0.705	1.88	3.963	1.147	2.714	0.416	1.137	0.572	1.537	1.932	1.108	0.844	0.57	4.678	0.701	0.302	1.976	0.292	0.692	1.372	0.489	0.458	0.25	0.057	0.164	1.142	2.645	1.643	0.813	0.356	1.17	4.242	5.671	3.237	2.955	1.912	1.197	3.277	5.024	1.564	1.48	4.816	2.839	3.766	5.945	1.382	0.553	1.602	10.001	8.998	10.002	7.128	4.778	
10.001	10.002	3.718	6.268	3.514	3.212	1.299	0.871	2.282	0.135	5.399	3.977	1.183	1.842	2.842	1.609	0.075	0.771	0.168	0.411	8.517	1.589	3.953	6.93	0.582	1.755	0.471	1	1.014	0.428	0.397	3.087	1.625	1.307	1.007	4.09	0.397	2.108	0.496	2.116	4.605	1.549	0.51	0.291	4.267	0.163	0.847	2.989	2.385	3.974	1.945	0.515	1.007	0.945	3.927	0.724	5.177	0.706	3.067	1.362	0.911	
10.001	10.002	10.002	1.948	0.969	0.717	2.058	1.289	0.095	1.184	1.154	0.286	0.596	0.537	1.672	4.549	1.242	1.696	0.76	0.488	2.604	3.827	0.483	0.177	1.8	2.808	1.85	4.419	2.431	2.087	3.63	0.211	1.282	1.192	0.425	0.39	2.658	1.97	2.636	1.037	2.583	2.648	0.515	1.613	1.915	0.993	2.878	2.643	2.156	6.958	5.914	1.294	2.746	0.748	2.435	4.759	3.953	2.132	2.792	2.135	6.678	
